"ID","org","address","phone","website","lon","lat","zipcode","beds_capacity","type"
3281,"Select Specialty Hospital - Ann Arbor","5301 e Huron River Dr, 7th Fl, Ypsilanti, MI 48197","","http://www.selectspecialtyhospitals.com/company/locations/annarbo r.aspx",-83.655421068,42.2638963630001,"48197",36,"Long Term Care"
3282,"Regency Hospital of Hattiesburg","6051 U.s. Hwy 49, 5th Floor, Hattiesburg, MS 39401","(601) 288-8510","http://www.regencyhospital.com/company/locations/mississippi-hattiesburg.aspx",-89.330388908,31.3187393470001,"39401",33,"Long Term Care"
3283,"Whitfield Medical/Surgical Hospital","Oak Circle, Building 60, Whitfield, MS 39193","(601) 351-8023","http://www.msh.state.ms.us/tour/WMSH.htm",-90.066187468,32.2456548060001,"39193",32,"General Acute Care"
3284,"Madonna Rehabilitation Specialty Hospital","2500 Bellevue Medical Center Drive, 4th Floor, Bellevue, NE 68123","(402) 884-0006","http://www.madonna.org",-95.947890839,41.1374107980001,"68123",32,"Long Term Care"
3285,"Northeast Rehab Hospital","29 Nw Blvd, First Floor, Nashua, NH 3062","(603) 893-2900","http://www.northeastrehab.com/locations/inpatient-nashua.htm",-71.545506223,42.8001051750001,"3062",20,"Rehabilitation"
3286,"Select Specialty Hospital-Miami","955 Nw 3rd St, 8th Floor, Miami, FL 33128","(305) 416-5700","http://www.selectspecialtyhospitals.com/company/locations/miami.aspx",-80.210636543,25.776845544,"33128",47,"Long Term Care"
3287,"Glenbeigh","2863 State Route 45, Rock Creek, OH 44084","(440) 563-3400","http://www.glenbeigh.com",-80.859290352,41.672648145,"44084",114,"Psychiatric"
3288,"Pam Specialty Hospital of Texarkana North","2400 St. Michael Drive, 2nd Floor, Texarkana, TX 75503","(903) 614-7600","http://www.warmsprings.org/our-facilities/hospitals/post-acute-medical-specialty-hospital-texarkana-north/",-94.071037266,33.465283572,"75503",30,"Long Term Care"
3289,"Ohiohealth Rehabilitation Hospital","1087 Dennison Avenue, 4th Floor, Columbus, OH 43201","(614) 484-9600","http://www.ohiohealth-rehab.com/",-83.008889472,39.983927591,"43201",74,"Rehabilitation"
3290,"Shore Rehabilitation Institute","425 Jack Martin Boulevard, Second Floor East Wing, Brick, NJ 8724","(732) 836-4500","http://www.meridianhealth.com/location/shore-rehabilitation-institute/",-74.131390392,40.0776885610001,"8724",40,"Rehabilitation"
3291,"Care One at Humc Pascack Valley","250 Old Hook Road, Fourth Floor, Westwood, NJ 7675","(732) 324-6090","http://www.care-one.com/locations/ltach-careone-at-hackensack-university-medical-center-pascack-valley/",-74.0150213159999,40.985529403,"7675",25,"Long Term Care"
3292,"Select Specialty Hospital Southeast Ohio","2000 Tamarack Road, 2nd Floor, Newark, OH 43055","(717) 975-4502","http://southeastohio.selectspecialtyhospitals.com/",-82.464661787,40.0425593630001,"43055",35,"Long Term Care"
3293,"Haven Behavioral Hospital of Albuquerque","5400 Gibson Boulevard Se, 4th Floor, Albuquerque, NM 87108","(505) 254-4503","https://albuquerque.havenbehavioral.com/",-106.581838747,35.0578329890001,"87108",34,"Psychiatric"
3294,"Select Specialty Hospital Warren Campus","667 Eastland Ave Se, 5th Floor, Warren, OH 44484","(330) 841-4750","http://warren.selectspecialtyhospitals.com/",-80.777083897,41.23044775,"44484",25,"Long Term Care"
3295,"Sonora Behavioral Health Hospital (Hosp-Psy)","6050 North Corona Rd, Suite 3, Tucson, AZ 85704","","http://www.acadiahealthcare.com/",-111.007336295,32.316764562,"85704",70,"Psychiatric"
3296,"Minden Family Medicine and Complete Care","1649 Lucerne St, Unit a & B, Minden, NV 89423","","",-119.771923958,38.9578071830001,"89423",-999,"General Acute Care"
3297,"Hamilton Memorial Hospital District","611 s Marshall Avenue, Mcleansboro, IL 62859","(618) 643-2361","http://www.hmhospital.org",-88.540504101,38.086851989,"62859",25,"Critical Access"
3298,"Marshall Browning Hospital","900 North Washington Street, Du Quoin, IL 62832","(618) 542-2146","http://www.mbhdq.com",-89.236474973,38.025268461,"62832",25,"Critical Access"
3299,"Ferrell Hospital Community Foundations","1201 Pine Street, Eldorado, IL 62930","(618) 273-3361","http://www.ferrellhosp.org",-88.442171544,37.8155104470001,"62930",25,"Critical Access"
3300,"Perry Memorial Hospital","530 Park Avenue East, Princeton, IL 61356","(815) 875-2811","http://www.perry-memorial.org",-89.455857363,41.3669130420001,"61356",25,"Critical Access"
3301,"Hopedale Medical Complex","107 Tremont Street, Hopedale, IL 61747","(309) 449-3321","http://www.hopedalemc.com",-89.417562245,40.418411463,"61747",25,"Critical Access"
3302,"Sparta Community Hospital","818 e Broadway, Sparta, IL 62286","(618) 443-2177","http://www.spartahospital.com",-89.6915385299999,38.124114993,"62286",25,"Critical Access"
3303,"Blackwell Regional Hospital","710 South 13th Street, Blackwell, OK 74631","(580) 363-2311","http://www.blackwellregional.org/",-97.2999867359999,36.798037927,"74631",53,"General Acute Care"
3304,"Mc Donough District Hospital","525 East Grant Street, Macomb, IL 61455","(309) 833-4101","http://www.mdh.org",-90.664406474,40.4471656100001,"61455",95,"General Acute Care"
3305,"Alliancehealth Deaconess","5501 North Portland Avenue, Oklahoma City, OK 73112","(405) 604-6109","http://myalliancehealth.com/",-97.5841310599999,35.526906738,"73112",238,"General Acute Care"
3306,"Alliancehealth Midwest","2825 Parklawn Drive, Midwest City, OK 73110","(405) 610-8585","http://myalliancehealth.com/",-97.39394091,35.466744178,"73110",255,"General Acute Care"
3307,"Integris Baptist Medical Center, Inc.","3300 Nw Expressway, Oklahoma City, OK 73112","(405) 951-8110","http://www.integrisok.com",-97.576134875,35.5293791440001,"73112",629,"General Acute Care"
3308,"Integris Southwest Medical Center","4401 South Western, Oklahoma City, OK 73109","(405) 636-7000","http://www.integris-health.com",-97.533772492,35.4213434600001,"73109",352,"General Acute Care"
3309,"Mercy Hospital Oklahoma City, Inc.","4300 West Memorial Road, Oklahoma City, OK 73120","(405) 752-3754","http://www.mercy.net/practice/mercy-hospital-oklahoma-city",-97.599427887,35.60677594,"73120",349,"General Acute Care"
3310,"Centegra Health System - Woodstock Hospital","3701 Doty Road, Woodstock, IL 60098","(815) 338-2500","http://www.centegra.org",-88.400804422,42.275597415,"60098",135,"General Acute Care"
3311,"Saint Francis Hospital Muskogee","300 Rockefeller Drive, Muskogee, OK 74401","(918) 682-5501","http://www.eastarhealth.com",-95.4061525559999,35.752463811,"74401",320,"General Acute Care"
3312,"Lindsay Municipal Hospital","1305 West Cherokee, Lindsay, OK 73052","(405) 756-1404","",-97.626244416,34.8389967840001,"73052",26,"General Acute Care"
3313,"Edward Hospital","801 South Washington, Naperville, IL 60540","(630) 527-3000","http://www.edward.org",-88.1499847329999,41.7609656440001,"60540",349,"General Acute Care"
3314,"Community Memorial Hospital","111 West 10th Avenue, Redfield, SD 57469","(605) 472-1110","http://www.redfield-sd.com/hospital.html",-98.520922336,44.8715666460001,"57469",25,"Critical Access"
3315,"Community Hospital","3100 Sw 89th S, Oklahoma City, OK 73159","(405) 602-8100","https://communityhospitalokc.com/",-97.570533529,35.3759109110001,"73159",49,"General Acute Care"
3316,"Pam Specialty Hospital of Tulsa","3219 South 79th East Avenue, Tulsa, OK 74145","(918) 663-8183","http://postacutemedical.com/",-95.89049311,36.114819735,"74145",60,"Long Term Care"
3317,"Huron Regional Medical Center","172 Fourth Street Southeast, Huron, SD 57350","(605) 353-6200","http://www.huronregional.org",-98.211059633,44.3615311820001,"57350",25,"Critical Access"
3318,"Franklin Hospital","201 Bailey Lane, Benton, IL 62812","(618) 439-3761","http://www.franklinhospital.net",-88.9182151909999,38.0101037820001,"62812",25,"Critical Access"
3319,"Clay County Hospital","911 Stacy Burk Drive, Flora, IL 62839","(618) 662-2131","http://www.claycountyhospital.org",-88.47281706,38.6808508080001,"62839",18,"Critical Access"
3320,"Lawrence County Memorial Hospital","2200 w State St, Lawrenceville, IL 62439","(618) 943-1000","http://www.lcmhosp.org",-87.693873249,38.728615178,"62439",25,"Critical Access"
3321,"Carlinville Area Hospital","20733 n Broad Street, Carlinville, IL 62626","(217) 854-3141","http://www.cahcare.com",-89.883075664,39.299409837,"62626",25,"Critical Access"
3322,"Providence Seward Medical Center","417 1st Avenue, Seward, AK 99664","(907) 224-5205","http://www.providence.org/alaska/default.htm",-149.445835369,60.1050581820001,"99664",46,"General Acute Care"
3323,"Wrangell Medical Center","310 Bennet Street, Wrangell, AK 99929","(907) 874-7000","http://www.wrangellmedicalcenter.com/",-132.375803899,56.4717823870001,"99929",22,"General Acute Care"
3324,"Beebe Medical Center","424 Savannah Rd, Lewes, DE 19958","(302) 645-3300","http://www.beebemed.org/index.cfm",-75.143267673,38.771760465,"19958",210,"General Acute Care"
3325,"St. Francis Hospital","701 n Clayton St, Wilmington, DE 19805","","http://www.stfrancishealthcare.org",-75.566873507,39.749868935,"19805",224,"General Acute Care"
3326,"Star Valley Medical Center","901 Adams Street, Afton, WY 83110","(307) 885-5800","http://www.svmcwy.org",-110.930437456,42.7173299190001,"83110",22,"Critical Access"
3327,"South Big Horn County Critical Access Hospital","388 South Us Hwy 20, Basin, WY 82410","(307) 568-3311","http://www.midwayclinic.com",-108.050912302,44.4338876130001,"82410",10,"Critical Access"
3328,"Advanced Care Hospital of Montana","3528 Gabel Road, Billings, MT 59102","(406) 651-8800","http://www.achm.ernesthealth.com",-108.604634569,45.7431339740001,"59102",40,"Long Term Care"
3329,"Macon County General Hospital","204 Medical Drive, Lafayette, TN 37083","(615) 666-2147","http://www.mcgh.net",-86.026293955,36.519701502,"37083",25,"Critical Access"
3330,"Jackson - Madison County General Hospital","620 Skyline Drive, Jackson, TN 38301","(731) 425-5000","http://www.wth.org/locations/page/jackson-madison-co-general",-88.831789686,35.636732657,"38301",635,"General Acute Care"
3331,"Tennova Healthcare - Newport Medical Center","435 Second Street, Newport, TN 37821","(423) 625-2200","http://www.tennovaeast.com/locations/newport-medical-center",-83.182198673,35.964203916,"37821",74,"General Acute Care"
3332,"Delta Medical Center","3000 Getwell Road, Memphis, TN 38118","(901) 369-8100","http://www.deltamedcenter.com",-89.9311511929999,35.0670674560001,"38118",223,"General Acute Care"
3333,"Siskin Hospital for Physical Rehabilitation","One Siskin Plaza, Chattanooga, TN 37403","(423) 634-1200","http://www.siskinrehab.org",-85.291596912,35.0503636080001,"37403",80,"Rehabilitation"
3334,"Tristar Horizon Medical Center","111 Highway 70 East, Dickson, TN 37055","(615) 446-0446","http://tristarhorizon.com/",-87.375727161,36.0733061660001,"37055",157,"General Acute Care"
3335,"Tristar Hendersonville Medical Center","355 New Shackle Island Road, Hendersonville, TN 37075","(615) 338-1000","http://tristarhendersonville.com/",-86.62223383,36.32481862,"37075",148,"General Acute Care"
3336,"Perry Community Hospital","2718 Squirrel Hollow Drive, Linden, TN 37096","(931) 589-2121","",-87.863755268,35.592323332,"37096",53,"General Acute Care"
3337,"Cookeville Regional Medical Center","1 Medical Center Boulevard, Cookeville, TN 38501","(931) 783-2000","http://www.crmchealth.org",-85.508762582,36.169326788,"38501",247,"General Acute Care"
3338,"Gibson General Hospital","200 Hospital Drive, Trenton, TN 38382","(731) 855-7900","http://www.wth.net",-88.93894563,35.9631575490001,"38382",32,"General Acute Care"
3339,"Spire Rehabilitation Hospital","616 West Forrest Avenue, Jackson, TN 38301","(731) 541-5000","",-88.828420369,35.6348766770001,"38301",48,"Rehabilitation"
3340,"Kansas Medical Center Llc","1124 West 21st Street, Andover, KS 67002","(316) 300-4000","http://ksmedcenter.com/",-97.1473074629999,37.7242966410001,"67002",58,"General Acute Care"
3341,"Summit Surgical Llc","1818 East 23rd Avenue, Hutchinson, KS 67502","(620) 663-4800","http://summitks.com/",-97.8885052699999,38.080216013,"67502",10,"General Acute Care"
3342,"Mercy Hospitalfort Scott","401 Woodland Hills Blvd, Fort Scott, KS 66701","(620) 223-2200","http://www.mercykansas.com",-94.706232259,37.805407812,"66701",61,"General Acute Care"
3343,"St Catherine Hospital","401 East Spruce, Garden City, KS 67846","(620) 272-2222","http://www.stcath-hosp.org",-100.868387832,37.969866548,"67846",132,"General Acute Care"
3344,"Newton Medical Center","600 Medical Center Drive, Newton, KS 67114","(316) 283-2700","http://www.newtonmedicalcenter.com",-97.332904228,38.0229694440001,"67114",103,"General Acute Care"
3345,"Ness County Hospital","312 Custer Street, Ness City, KS 67560","(785) 798-2291","http://www.nesscountyhospital.com/",-99.901640768,38.458253386,"67560",63,"General Acute Care"
3346,"Logan County Hospital","211 Cherry Avenue, Oakley, KS 67748","(785) 672-3211","http://www.logancountyhospital.org",-100.862954299,39.1271009060001,"67748",71,"General Acute Care"
3347,"Oswego Community Hospital","800 Barker Drive, Oswego, KS 67356","(620) 795-2921","http://www.oswegocommunityhospital.com",-95.110176486,37.1598181850001,"67356",12,"General Acute Care"
3348,"Ransom Memorial Hospital","1301 s Main Street, Ottawa, KS 66067","(785) 229-8200","http://www.ransom.org",-95.267617144,38.596349962,"66067",44,"General Acute Care"
3349,"Children's Mercy  South","5808 w 110th Street, Overland Park, KS 66212","(913) 696-8000","http://www.childrens-mercy.org",-94.652393132,38.9298563250001,"66212",45,"General Acute Care"
3350,"Labette Health","1902 South Us Hwy 59, Parsons, KS 67357","(620) 421-4881","http://www.labettehealth.com",-95.2644563759999,37.3210807340001,"67357",55,"General Acute Care"
3351,"Salina Regional Health Center","400 South Santa Fe Avenue, Salina, KS 67401","(785) 452-7000","http://www.srhc.com",-97.6100313479999,38.8334336990001,"67401",198,"General Acute Care"
3352,"Gove County Medical Center","520 West 5th Street, Quinter, KS 67752","(785) 754-3341","http://www.gcmc.ws",-100.240715854,39.067573569,"67752",70,"General Acute Care"
3353,"Grisell Memorial Hospital","210 South Vermont Avenue, Ransom, KS 67572","(785) 731-2231","http://www.grisellmemorialhospital.org",-99.931152411,38.635988624,"67572",46,"General Acute Care"
3354,"Stafford County Hospital","502 s Buckeye, Stafford, KS 67578","(620) 234-5221","http://www.staffordcountyhospital.org",-98.595443808,37.9566833150001,"67578",25,"General Acute Care"
3355,"The Kansas Rehabilitation Hospital","1504 Sw 8th Avenue, Topeka, KS 66606","(785) 235-6600","http://www.kansasrehabhospital.com",-95.694766467,39.0548680910001,"66606",59,"Rehabilitation"
3356,"Sumner Regional Medical Center","1323 North a St, Wellington, KS 67152","(620) 399-1299","http://www.srmcks.org",-97.392978967,37.2786452060001,"67152",61,"General Acute Care"
3357,"Amg Specialty Hospital-Wichita","8080 e Pawnee, Wichita, KS 67207","(316) 682-0004","http://www.amgwichita.com/",-97.242694038,37.655087708,"67207",26,"Long Term Care"
3358,"F. W. Huston Medical Center","408 Delaware St, Winchester, KS 66097","(913) 774-4340","http://www.jcmhospital.org",-95.270165677,39.325891977,"66097",74,"General Acute Care"
3359,"William Newton Hospital","1300 East Fifth Avenue, Winfield, KS 67156","(620) 221-2300","http://www.wnmh.org",-96.9821015529999,37.2451680720001,"67156",25,"General Acute Care"
3360,"Castle Medical Center","640 Ulukahiki St, Kailua, HI 96734","(808) 263-5500","http://www.castlemed.org",-157.757800478,21.380979364,"96734",160,"General Acute Care"
3361,"Professional Hosp Inc - Manati","Pr-2 Km 49.5 Interseccion 685, Manati, PR 960","(787) 854-5090","http://professionalhospital.org/en/",-66.4938181049999,18.429930744,"960",-999,"General Acute Care"
3362,"Hosp San Antonio Inc","Calle Post 18 Norte, Mayaguez, PR 681","(787) 834-0050","",-67.1410233409999,18.203241684,"681",-999,"General Acute Care"
3363,"Hosp Metropolitano De San German","Calle Javilla Al Costado Parque De Bombas, San German, PR 683","(787) 892-5300","",-67.040048901,18.082633061,"683",40,"Special"
3364,"Hosp Industrial C.f.s.e.","Puerto Rico Medical Center, Monacillo Urbano, PR 936","(787) 999-7620","",-66.0731319509999,18.394598595,"936",108,"General Acute Care"
3365,"Hosp Pavia Santurce","1462 Asia Street, Santurce, PR 909","(787) 641-1616","http://www.paviahealth.com",-66.0695605929999,18.444654868,"909",215,"General Acute Care"
3366,"Hosp Universitario De Adultos","Centro Medico, Monacillo Urbano, PR 922","(787) 754-0101","",-66.0740987189999,18.396865158,"922",-999,"General Acute Care"
3367,"Cpc Hosp San Juan Capestrano","Carr Pr-877 Km 1.6 Camino Las Lomas, San Juan, PR 926","(787) 625-2900","http://www.sjcapestrano.com",-66.022361352,18.3845888600001,"926",108,"Psychiatric"
3368,"Sj Veterans Administration Caribbean Healthcare System","c/Casia 10, Monacillo Urbano, PR 921","(787) 641-7582","",-66.0792278599999,18.3904114590001,"921",-999,"General Acute Care"
3369,"Hosp Municipal De San Juan Dr Rafael Lopez Nussa","Centro Medico, Monacillo Urbano, PR 936","(787) 480-2700","",-66.0746524259999,18.395035476,"936",-999,"General Acute Care"
3370,"Centro De Salud Comunal De Culebra","c/William Font Final, Culebra Pueblo, PR 775","(787) 742-3511","",-65.3023643609999,18.3032546200001,"775",-999,"General Acute Care"
3371,"Norton Healthcare Pavilion","315 East Broadway, Louisville, KY 40232","(502) 629-2000","http://www.nortonhealthcare.com/Pavilion",-85.748718539,38.2460051750001,"40232",264,"General Acute Care"
3372,"Gov Juan f Luis Hospital & Medical Ctr","4007 Est Diamond Ruby, Christiansted, St Croix, VI 820","(340) 778-6311","http://www.jflusvi.org/executive_director_msg.php",-64.751478,17.733195,"820",188,"General Acute Care"
