"ID","org","address","phone","email","website","lon","lat","zipcode","capacity_hours"
5744,"Brookwood Campus","983 Sonoma Ave, Santa Rosa, CA 95404-4818","707-583-8700","","http://www.srhealthcenters.org",-122.70246976,38.44051069,"95404",40
5745,"Nondalton Clinic","1 Nondalton Street, Nondalton, AK 99640","907-294-2238","","http://www.scf.cc",-154.85046999,59.96904,"99640",30
5746,"Russell County Middle Healthy Kids Clinic","2258 S Highway 127, Russell Springs, KY 42642-4010","270-866-2224","","",-85.07607881,37.03371523,"42642",40
5747,"Neighborcare Health at Rising Star Elementary","8311 Beacon Ave S, Seattle, WA 98118-4323","206-548-3168","","http://www.neighborcare.org",-122.28812106,47.52933115,"98118",NA
5748,"Charles Drew Health Center, Inc. at St. Richards","4320 Fort St, Omaha, NE 68111-1849","402-451-3553","","http://www.charlesdrew.com",-95.97931222,41.30676252,"68111",40
5749,"Careconnect Urgent Care","822 S Hill St, Griffin, GA 30224-4842","770-228-1181","","https://www.ccthealth.org",-84.26540639,33.23087696,"30224",77
5750,"Community Health Care, Inc. Iowa Homeless Drop-in Clinic","303 W 6th St, Davenport, IA 52803-5101","563-322-8890","","http://www.davchc.com",-90.57738982,41.52570149,"52803",40
5751,"Healthpoint Renton","200 S 2nd St, Renton, WA 98057-2011","425-226-5536","","http://www.healthpointchc.org",-122.21488478,47.48136862,"98057",49
5752,"Port Royal Medical Center Ii","2210 Mossy Oaks Rd, Port Royal, SC 29935","843-987-7400","","",-80.6866893,32.4004486,"29935",46
5753,"Scenic Rivers Health Services","135 Pine Tree Dr, Bigfork, MN 56628","218-743-3232","","http://www.scenicrivershealthservices.org",-93.64975431,47.74730734,"56628",48
5754,"Northlakes - Birchwood","108 S Main St, Birchwood, WI 54817","888-834-4551","","http://northlakesclinic.org/",-91.55589131,45.65603624,"54817",40
5755,"Open Health Care Clinic - Main","3801 North Blvd, Baton Rouge, LA 70806-3825","225-655-6422","","",-91.15093349,30.448836,"70806",40
5756,"Northlakes - Ashland Downtown","300 Main St W, Ashland, WI 54806-1639","888-834-4551","","http://www.northlakesclinic.org",-90.8859882,46.59024268,"54806",51.25
5757,"Riverstone Health Clinic","123 S 27th St, Billings, MT 59101-4227","406-247-3350","","http://www.riverstonehealth.org",-108.50150747,45.77975656,"59101",60
5758,"Ossining Brookside Sbhc","30 Ryder Rd, Ossining, NY 10562-2122","914-632-2737","","",-73.83430263,41.17553016,"10562",14
5759,"Jefferson Cnty Mid School Clinic","430 Highway 33, Fayette, MS 39069-4546","601-786-8207","","http://n/a",-91.07564111,31.69931611,"39069",40
5760,"North Hudson Community Action Corporation Health Center @ Union City","714 31st St, Union City, NJ 07087-2427","201-863-7077","","http://www.nhcac.org",-74.03189621,40.77280902,"07087",50
5761,"52nd Street Health Center","427 W 52nd St, New York, NY 10019-5605","215-359-2811","","",-73.989344,40.7653146,"10019",45
5762,"United Health Centers--Selma Rose Health Center","1201 Rose Ave, Selma, CA 93662-3227","559-646-6618","","http://www.unitedhealthcenters.org",-119.59979849,36.5688145,"93662",40
5763,"Benton Health Center","530 NW 27th St, Corvallis, OR 97330-5223","541-766-6835","","http://www.bentonlinnhealthcenters.org",-123.28119854,44.573193,"97330",45
5764,"Lamprey Health Care","128 Route 27, Raymond, NH 03077-1220","603-659-2494","","http://www.lampreyhealth.org",-71.18832098,43.04107391,"03077",56
5765,"East Valley Community Health Ctr","420 S Glendora Ave, West Covina, CA 91790-3001","626-919-5724","","",-117.92525341,34.06745145,"91790",66
5766,"Plant City Family Care","801 E Baker St, Plant City, FL 33563-3652","813-349-7600","","",-82.11794022,28.01831152,"33563",40
5767,"Clinica Sierra Vista - Delano Community Health Center","1508 Garces Hwy Ste 1, Delano, CA 93215-3687","661-725-4780","","http://www.clinicasierravista.org",-119.2368228,35.76141148,"93215",48
5768,"Rea Clinic - Du Quoin","1564 S Washington St, Du Quoin, IL 62832-3849","618-542-8702","","http://www.crhpc.org",-89.23357845,37.98515771,"62832",43
5769,"Letcher County Alternative Education School Based Clinic","185 Circle Dr Ste A, Whitesburg, KY 41858-7662","606-633-6062","","http://www.mchcky.com",-82.80674609,37.11492955,"41858",1.5
5770,"Amelia Life Care, Llc","8830 Virginia St, Amelia Court House, VA 23002-4826","804-561-5611","","http://www.sdhsinc.com",-77.98357296,37.33679844,"23002",20
5771,"Valley Health- Milton on Hillview","1347 Hillview Dr, Milton, WV 25541-1513","304-743-1407 x1701","","",-82.12117372,38.43676171,"25541",56
5772,"Gracemed Good Samaritan","3701 E 13th St N, Wichita, KS 67208-2014","316-688-5020","","http://www.gracemed.org",-97.29249002,37.70827047,"67208",40
5773,"Elmhurst Educational Campus","4510 94th St, Elmhurst, NY 11373-2824","718-589-2440","","",-73.87057586,40.74329936,"11373",35
5774,"Boone County Community Clinic","416 W Camp St, Lebanon, IN 46052-1799","765-483-4469","","http://boonecountyclinic.org",-86.47151987,40.05748166,"46052",40
5775,"Jane Adams Vocational Hs","900 Tinton Ave, Bronx, NY 10456-7411","718-292-4513 x412","","http://www.urbanhealthplan.org",-73.90353187,40.82164613,"10456",40
5776,"North Blvd Clinic","4560 North Blvd Ste 101, Baton Rouge, LA 70806-4043","225-927-1269","","http://www.haartinc.org/caring-clinic-of-la/",-91.14179849,30.447045,"70806",44
5777,"Southeast Community Health Systems - Chesbrough School-Based","68495 Highway 1054, Kentwood, LA 70444-6911","985-229-6377","","",-90.45553125,30.84845566,"70444",16
5778,"Wic","393 Columbus Ave, New Haven, CT 06519-1236","203-503-3080","","http://www.cornellscott.org",-72.93852303,41.29774253,"06519",40
5779,"Access School Health - Pontotoc Main","135 E Oxford St, Pontotoc, MS 38863-2111","662-489-3336","","http://www.accessfamilyhealth.com",-88.99758108,34.25281486,"38863",40
5780,"West Shores Health Clinic","1289  STE A, Salton City, CA 92275","760-394-4338","","",-115.97471999,33.29324428,"92275",16
5781,"South Queens Community Health Center","11420 Guy R Brewer Blvd, Jamaica, NY 11434-1234","718-883-6699","","",-73.78568513,40.68861397,"11434",45
5782,"Community Care of Bridgeport","65 Professional Pl, Bridgeport, WV 26330-0258","304-848-5770","","http://ccwv.org",-80.23578924,39.33396453,"26330",63
5783,"Access Genesis Center for Health and Empowerment","1 N Broadway St, Des Plaines, IL 60016-2335","847-298-3150","","http://www.accesscommunityhealth.net",-87.90931468,42.05192381,"60016",59
5784,"Prairie Grove School Based Health Center","801 Viney Grove Rd, Prairie Grove, AR 72753-2623","479-846-8100","","",-94.32667654,35.9851438,"72753",40
5785,"Lorain County Health & Dentistry","1205 Broadway, Lorain, OH 44052-3409","440-240-1655","","http://www.lorainhealth-dentistry.org",-82.17054572,41.4605756,"44052",45
5786,"Rutgers Rwj Eric B. Chandler Health Center","1000 Somerset St, New Brunswick, NJ 08901-3638","732-235-7435","","http://rwjms.rutgers.edu/patient_care/chandler/",-74.4821268,40.48186459,"08901",45
5787,"Sunrise Family Dental Clinic","1006 A St, Greeley, CO 80631-2021","970-352-0048","","http://sunrisecommunityhealth.org",-104.69528036,40.43504453,"80631",50
5788,"Cfh - Downtown Site","505 N Jackson St, Jackson, MI 49201-1266","517-748-5500","","http://www.centerforfamilyhealth.org",-84.40881488,42.2536058,"49201",83
5789,"Nelson County Early Learning Healthy Kids Clinic","1200 Cardinal Dr, Bardstown, KY 40004-1740","502-350-3914","","",-85.45464908,37.82329121,"40004",40
5790,"Women's Care of the Commonwealth","321 S 3rd St Ste B, Danville, KY 40422-2090","859-236-7712","","",-84.7728109,37.64283282,"40422",40
5791,"Monticello Community Health Center","535 Jordan Dr, Monticello, AR 71655-5714","870-367-6241","","http://www.mainlinehealth.net",-91.81032424,33.6080552,"71655",44
5792,"Oda Primary Health Care Network","14 Heyward St, Brooklyn, NY 11249-7823","718-260-4600","","http://www.odahealth.org",-73.95890503,40.69982734,"11249",104
5793,"Sea Mar Chc - Tacoma 6th Ave","1112 6th Ave Ste 301, Tacoma, WA 98405-4048","206-763-5277","","",-122.4533271,47.25708759,"98405",40
5794,"Venice Family Clinic - Lou Colen Children's Health and Wellness Center","4700 Inglewood Blvd Ste 101, Los Angeles, CA 90230-5896","310-664-7760","","",-118.41519442,33.99315608,"90230",51.5
5795,"Rise Recovery","3132 Belmont Ave, Youngstown, OH 44505-1838","330-747-9551","","",-80.66554797,41.139414,"44505",22
5796,"Ludlow Health Center","1 Elm St, Ludlow, VT 05149-1301","","","",-72.69674091,43.3957212,"05149",62
5797,"My Lyfe Dunnville","10739 S US 127 Ste 1, Dunnville, KY 42528-6037","833-238-1214","","",-85.0077161,37.19922909,"42528",8
5798,"Cfh - Northwest Community Health Center","6700 Rives Junction Rd, Jackson, MI 49201-7448","517-748-5500","","",-84.46292362,42.33107793,"49201",40
5799,"Five Rivers Pediatric Center","30 E Apple St, Dayton, OH 45409-2939","937-208-3885","","",-84.18712452,39.74642685,"45409",42
5800,"Chs Boyd Creek Elementary School Clinic","1729 Indian Warpath Rd, Sevierville, TN 37876-0147","865-774-8285","","",-83.67025388,35.93295079,"37876",35
5801,"Southwest Community Hlth Ctr,inc","510 Clinton Ave, Bridgeport, CT 06605-1701","203-366-4000","","http://www.swchc.org",-73.21000211,41.17472679,"06605",40
5802,"Lifespan Selmer","181 S Y Sq, Selmer, TN 38375-1739","731-925-2300 x52300","","http://lifespanhealth.com",-88.58685107,35.16613408,"38375",36
5803,"Intercommunity's School Based Health Center at Silver Lane School","15 Mercer Ave, East Hartford, CT 06118-1517","860-569-5900 x158","kimbeauregard@intercommunityct.org","",-72.63408459,41.76052785,"06118",40
5804,"Greater Fulton Medical Center","1718 Williamsburg Rd, Richmond, VA 23231-3428","804-780-0840","","",-77.39351321,37.5151793,"23231",40
5805,"New River Health Pharmacy - Fayetteville","217 W Maple Ave, Fayetteville, WV 25840-1413","304-574-3991","","",-81.10683648,38.05036327,"25840",40
5806,"Lunenburg Middle School","583 Tomlinson Rd, Victoria, VA 23974-2628","434-696-1644","","http://www.sdhsinc.com",-78.20388802,36.98838649,"23974",0.25
5807,"Atlanticare Health Services - Fqhc Pediatric Clinic","1401 Atlantic Ave Ste 2200, Atlantic City, NJ 08401-7001","609-572-8686","","https://www.atlanticare.org/services/federally-qualified-health-center/",-74.4287409,39.36191206,"08401",44
5808,"Heartland Healthy Kids Clinic","2300 Nelson Dr, Elizabethtown, KY 42701-5945","270-769-8930","","",-85.85357421,37.73428977,"42701",40
5809,"Green Co. Intermediate Healthy Kids Clinic","401 E Hodgenville Ave, Greensburg, KY 42743-1343","270-932-6613","","",-85.49631854,37.26072067,"42743",40
5810,"Montgomery School-Based Clinic","Harrison Dr, Montgomery, LA 71454","318-646-2879","","",-92.89259099,31.66678527,"71454",32
5811,"Grant Middle School","1111 Easterday Dr NE, Albuquerque, NM 87112-5115","505-299-2113 x22481","","",-106.53994754,35.08976249,"87112",24
5812,"Star Wellness Family Practice - Bethlehem","2830 Easton Ave, Bethlehem, PA 18017-4204","484-526-3555","christine.davco@starwellness.org","http://starwellness.org",-75.34269549,40.64664432,"18017",46
5813,"Coal Grove Clinic","225 Carlton Davidson Ln, Coal Grove, OH 45638-2924","740-533-6280","c.holstein@shawneemhc.org","http://www.shawneemhc.org",-82.64816547,38.50255966,"45638",40
5814,"Summersville Women's Health Center","400 Fairview Heights Rd Ste 201, Summersville, WV 26651-9308","304-469-2905","","",-80.82877288,38.29203663,"26651",40
5815,"St. John the Evangelist Homeless Shelter","411 Saint John St, Green Bay, WI 54301-4116","920-437-7206","","",-88.01621411,44.50859961,"54301",4
5816,"Adams-Farley Counseling Center","610 Wampanoag Trl, Riverside, RI 02915-1504","401-431-9870","","http://www.ebcap.org",-71.33644736,41.79109044,"02915",55.5
5817,"Wic/Optometry/Admin","888 N King St, Honolulu, HI 96817-4553","808-841-0011","","http://www.kphc.org",-157.86771631,21.3226387,"96817",40
5818,"Ohi - Toms River","10 Stockton Dr, Toms River, NJ 08755-6433","732-363-6655","","http://www.ohinj.org",-74.21428603,39.95941697,"08755",45
5819,"South Portland Community Health Center","100 Brickhill Ave, South Portland, ME 04106-1999","207-874-2141 x5028","","",-70.30778013,43.63732308,"04106",45
5820,"Shawnee Health Care, Marion","1506 Sioux Dr, Marion, IL 62959-5209","618-997-5270","","http://www.shsdc.org",-88.97425644,37.75059361,"62959",46
5821,"Family Optical i","3060 E 9th St Ste B, Oakland, CA 94601-2925","510-535-5500","","http://www.laclinica.org",-122.22905551,37.7738711,"94601",51
5822,"Cfmc Urgent Care","439 US Highway 158 W Ste B, Yanceyville, NC 27379-8304","336-694-9331","","http://caswellmedical.org/",-79.35839676,36.41713875,"27379",42
5823,"Community Health Care Center Sbhc Gs","520 32nd St N, Great Falls, MT 59401-2127","406-454-6973","","http://www.chccgf.org",-111.25201619,47.51081213,"59401",8
5824,"Midland Elementary School","150 Kennedy St, Elkins, WV 26241-3999","304-335-2050","","",-79.85302888,38.94309407,"26241",4
5825,"Youngsville","423 Hemmer Rd, Livingston Manor, NY 12758-7047","845-354-9300","","",-74.8974859,41.79913518,"12758",NA
5826,"GVHC  - O&#39;banion","401 Lesher Dr, Merced, CA 95341-6572","209-381-4114","","http://www.gvhc.org",-120.50364221,37.29357354,"95341",31
5827,"Jfk Elementary School - Sbhc","700 Palisade Ave, Bridgeport, CT 06610-3457","203-576-7534","","",-73.16463656,41.20371484,"06610",37.5
5828,"Mobilemed Long Branch Community Center Van","8700 Piney Branch Rd, Silver Spring, MD 20901-3855","301-493-2400","","http://mobilemedicalcare.org",-76.99867548,38.99884145,"20901",16
5829,"Altura Centers for Health Mobile Clinic 2","1201 N Cherry St, Tulare, CA 93274-2233","559-686-9097","","http://www.altura.org",-119.337041803335,36.224650005392,"93274",33
5830,"Nevada Children's Health Project","1799 Mount Mariah Dr, Las Vegas, NV 89106-1501","775-888-6614 x1114","","",-115.163606940373,36.1934676873194,"89106",24
5831,"Mobile Medical Van - Dental","SERVING BURLINGTON COUNTY, Pemberton, NJ 08068-1537","609-894-1100","","http://www.sjfmc.org",-74.64068899,39.966648,"08068",20
5832,"Palm Springs Family Care Center","1695 N Sunrise Way Ste 204, Palm Springs, CA 92262-5572","760-778-2210","","http://www.rivco-familycarecenters.org/locations/palmsprings.aspx",-116.528294297001,33.8433576849043,"92262",47.5
5833,"Lchc @ Madison Elementary","2302 David Ave Rm 181, Sheboygan, WI 53081-5039","920-459-3585","","",-87.7356585,43.73752752,"53081",8
5834,"Mchc - Wic Site","1820 N Mastick Way, Nogales, AZ 85621-1063","520-281-1550","","",-110.93379047,31.36508092,"85621",NA
5835,"Hampden County Correctional Ctr","627 Randall Rd, Ludlow, MA 01056-1085","413-547-8000","","http://www.hhcinc.org",-72.49948192,42.19760759,"01056",40
5836,"Stephen Foster School #67","653 N Somerset Ave, Indianapolis, IN 46222-3327","317-226-4267","","http://www.shalom-hcc.org",-86.22175726,39.776139,"46222",40
5837,"South County Medical Center","579 S Indiana Ave Ste A, Englewood, FL 34223-3751","941-776-4000","","http://www.mcrhs.org",-82.35305116,26.95261496,"34223",40
5838,"Fourpoints Health - Richfield Clinic","440 S Main St, Richfield, UT 84701-2855","435-893-0977","","http://fourpointshealth.org",-112.08479525,38.76203725,"84701",40
5839,"Ahl Sbhc Paradis La.","434 South St, Paradis, LA 70080-2244","504-433-2400","","",-90.42908796,29.87766673,"70080",40
5840,"Irvington Community Health Center","1150 Springfield Ave, Irvington, NJ 07111-2441","973-483-1300","","http://www.nchcfqhc.org",-74.23619882,40.72539859,"07111",58
5841,"Sandhills Medical Foundation - Ruby","290 Market St, Ruby, SC 29741-2900","843-823-0363","","http://sandhillsmedical.org",-80.18477331,34.74123182,"29741",40
5842,"Valley Health Center Sunnyvale","660 S Fair Oaks Ave, Sunnyvale, CA 94086","408-992-4980","","http://www.scvmed.org/scc/docs%2fsanta%20clara%20valley%20medical%20center%20%28dep%29%2fattachments%2fscvhc-cliniccards2008fairoaks.pdf",-122.02402879,37.36465898,"94086",40
5843,"Medlink Colbert","11 Charlie Morris Rd, Colbert, GA 30628-2445","706-788-2127","","http://www.medlinkga.org",-83.23496589,34.03428371,"30628",47.5
5844,"Mountain Family Health Centers Dental Van","0020 Eagle County Rd, El Jebel, CO 81623-9124","970-945-2840","","http://www.mountainfamily.org",-107.09185658,39.39293875,"81623",40
5845,"Redmond High School-Based Health Center","675 SW Rimrock Way, Redmond, OR 97756-1931","541-383-3005","","http://mosaicmedical.org",-121.19056248,44.27059052,"97756",33
5846,"Elsie Owens Health Center at Hudson River Healthcare","82 Middle Country Rd, Coram, NY 11727-4411","914-734-8600","","",-72.98298322,40.87322354,"11727",65
5847,"Great Mines-West County Community Hope Center Clinic","206 Church St Rm 4, Leadwood, MO 63653-1132","573-438-9355","","",-90.59036849,37.86508553,"63653",8
5848,"Wellspace Health -  North Highlands Community Health Center","6015 Watt Ave Ste 2, North Highlands, CA 95660-4294","","","",-121.3842375,38.67662699,"95660",40
5849,"Trinity South Elementary","2500 S Main Street Ext, Washington, PA 15301-3269","724-632-6801 x2258","","",-80.20781692,40.11056531,"15301",8
5850,"Freeport Clinic","479 State Highway 20 E, Freeport, FL 32439-3931","850-872-4128","","http://www.pancarefl.org",-86.1281230473798,30.4943947934135,"32439",40
